model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse,data_type
Transformer,96,24,False,False,False,0.01271932,0.45328253,0.08472825,0.61332351,0.11277995,0.6732626,0.03642815,0.27950292,0.93699208,-1.23562587,0.00244425,0.25042716,original
Transformer,96,96,False,False,False,0.06073062,0.64075285,0.19177476,0.7344479,0.24643585,0.8004704,0.08281492,0.33565198,0.67686686,-2.33922846,0.01196769,0.56257325,original
Transformer,96,192,False,False,False,0.07742075,0.68390611,0.2249034,0.76020619,0.27824584,0.82698616,0.09846245,0.34759778,0.5498648,-2.80942644,0.01585077,0.65667725,original
Transformer,96,336,False,False,False,0.26106098,0.77173339,0.43850833,0.81172538,0.51094127,0.87848358,0.19590703,0.3712093,-0.74642955,-3.7218831,0.05554501,1.26090217,original
Transformer,96,720,False,False,False,0.21449359,0.78819093,0.39064088,0.82719859,0.46313453,0.88780117,0.17491594,0.37858011,-1.11219759,-4.90231882,0.04658159,1.26217282,original
Transformer,120,1,False,False,False,0.00165089,0.16402679,0.03093356,0.35800727,0.04063116,0.4050022,0.01241837,0.16042564,0.99168525,0.1737797,0.00025069,0.09118525,original
Transformer,120,12,False,False,False,0.0061914,0.02425327,0.05806191,0.13031294,0.07868546,0.1557346,0.02439427,0.0594855,0.96848959,0.87683726,0.00110885,0.17732407,original
Transformer,120,24,False,False,False,0.01226686,0.4381433,0.08333369,0.60200577,0.11075585,0.66192394,0.0352152,0.2748855,0.93680763,-1.24663998,0.00222298,0.25083801,original
Transformer,120,96,False,False,False,0.04629844,0.64724483,0.16507122,0.73896376,0.21517073,0.80451528,0.07084582,0.33812395,0.74564347,-2.49636155,0.00890788,0.49945462,original
Transformer,120,192,False,False,False,0.10468207,0.71486429,0.25593483,0.77804694,0.32354608,0.84549647,0.11155829,0.35612121,0.36716533,-3.13250436,0.02106577,0.77635849,original
Transformer,120,336,False,False,False,0.20093207,0.81790846,0.37586734,0.83934004,0.44825447,0.90438291,0.16620865,0.38376555,-0.40670042,-4.20195802,0.04110602,1.12915695,original
Transformer,120,720,False,False,False,0.44381446,0.34324384,0.58092958,0.50705778,0.66619402,0.58587016,0.26306921,0.23560672,-3.58390584,-1.66040353,0.09804432,1.85089052,original
Transformer,144,1,False,False,False,0.00143042,0.16809693,0.02880404,0.36425806,0.0378209,0.40999626,0.01177079,0.16429163,0.9925044,0.11915249,0.00022794,0.08657713,original
Transformer,144,12,False,False,False,0.00609337,0.00754933,0.05752933,0.06544822,0.07806002,0.08688688,0.0241964,0.02753638,0.96769776,0.96006457,0.0010893,0.17952472,original
Transformer,144,24,False,False,False,0.01046269,0.44835895,0.0755043,0.60954854,0.10228731,0.66959611,0.0320103,0.27897443,0.94392225,-1.39281339,0.00191022,0.23628162,original
Transformer,144,96,False,False,False,0.07311533,0.67000567,0.21762259,0.75298008,0.27039847,0.81853874,0.09548642,0.34489985,0.58510422,-2.7538419,0.01486454,0.63959122,original
Transformer,144,192,False,False,False,0.08891326,0.74405047,0.24093378,0.79565024,0.29818326,0.8625836,0.105402,0.36438602,0.44399632,-3.4652783,0.01784696,0.72962242,original
Transformer,144,336,False,False,False,0.26235652,0.76272655,0.44300917,0.810145,0.51220751,0.87334217,0.1960987,0.37090644,-0.89377587,-4.0486796,0.05370987,1.3177439,original
Transformer,144,720,False,False,False,0.65435028,1.11357318,0.73238587,0.99504875,0.80891919,1.05525977,0.32757831,0.45485641,-5.82439488,-7.92708875,0.13897853,2.29015875,original
Transformer,168,1,False,False,False,0.00106163,0.17798959,0.02429159,0.3764682,0.03258262,0.42188813,0.01018712,0.17070985,0.99423899,0.03354776,0.00018531,0.07590133,original
Transformer,168,12,False,False,False,0.0064579,0.01021086,0.06154405,0.08127212,0.08036107,0.10104879,0.02608381,0.03552979,0.96472229,0.94425626,0.00116856,0.18773142,original
Transformer,168,24,False,False,False,0.01449028,0.45402713,0.09405768,0.6139632,0.12037557,0.67381535,0.04020467,0.28140064,0.92010092,-1.4960704,0.00268731,0.28224123,original
Transformer,168,96,False,False,False,0.04181513,0.68176205,0.15768951,0.76046587,0.20448747,0.82568884,0.06843551,0.34864001,0.75195585,-2.96175577,0.00830738,0.4928166,original
Transformer,168,192,False,False,False,0.10982788,0.78928675,0.27264979,0.82111854,0.3314029,0.88841812,0.11954539,0.37628154,0.28833446,-3.920361,0.02210691,0.82700908,original
Transformer,168,336,False,False,False,0.23454711,0.82629476,0.41449884,0.84805107,0.48430064,0.90900757,0.18352377,0.3880013,-0.76475693,-4.69983443,0.048054,1.26714778,original
Transformer,168,720,False,False,False,0.55173308,0.39224391,0.65926284,0.54838896,0.74278736,0.62629379,0.29438311,0.25559472,-4.86778314,-2.24928211,0.11692693,2.12429643,original
Transformer,192,1,False,False,False,0.00097696,0.19239208,0.02310758,0.39297918,0.03125643,0.43862521,0.0099304,0.1789271,0.99453945,-0.07533837,0.0001856,0.07389555,original
Transformer,192,12,False,False,False,0.00655927,0.02204759,0.06105045,0.1234672,0.0809893,0.14848432,0.02579433,0.05664358,0.96296679,0.87571363,0.00117351,0.19224423,original
Transformer,192,24,False,False,False,0.01035654,0.43718904,0.07401601,0.60063319,0.10176707,0.66120272,0.03149904,0.27577488,0.94075548,-1.48748666,0.00189025,0.2427434,original
Transformer,192,96,False,False,False,0.04157819,0.69605102,0.15556709,0.76966667,0.20390731,0.83429672,0.06593203,0.35317187,0.74331645,-3.2011784,0.00762056,0.50095177,original
Transformer,192,192,False,False,False,0.09107479,0.76661261,0.24405694,0.81110218,0.30178601,0.87556417,0.10690905,0.37189983,0.38575487,-3.96604148,0.01820264,0.7680831,original
Transformer,192,336,False,False,False,0.24577396,0.77542478,0.4272446,0.82114074,0.49575594,0.88058207,0.18824013,0.37617216,-0.98260538,-4.58797007,0.04950332,1.32762361,original
Transformer,192,720,False,False,False,0.35619181,0.4618486,0.51501006,0.60363904,0.59681809,0.67959444,0.23172894,0.28112891,-2.85286693,-2.95233955,0.07693881,1.73863328,original
Transformer,336,1,False,False,False,0.00284966,0.1654295,0.04242758,0.35959277,0.05338224,0.40673025,0.01732852,0.16662289,0.97968408,-0.17868986,0.00044893,0.14253393,original
Transformer,336,12,False,False,False,0.00555225,0.00660671,0.05412979,0.06203812,0.07451341,0.08128167,0.02313881,0.02742824,0.95991097,0.95241399,0.00101548,0.20000646,original
Transformer,336,24,False,False,False,0.0117435,0.4596226,0.08135042,0.61793973,0.10836741,0.67795472,0.0353076,0.28631817,0.91446054,-2.33592996,0.00224683,0.29196486,original
Transformer,336,96,False,False,False,0.04281736,0.63697099,0.15687406,0.7402593,0.20692356,0.79810462,0.06874055,0.34134015,0.66770288,-3.84739624,0.00860349,0.57050061,original
Transformer,336,192,False,False,False,0.1581893,0.84831467,0.33462831,0.86648466,0.39773017,0.92104,0.14808325,0.39784694,-0.40230006,-6.10379946,0.03221979,1.14970803,original
Transformer,336,336,False,False,False,0.3866466,0.79667032,0.53438175,0.84387432,0.62180912,0.8925639,0.24174382,0.38738457,-2.99110389,-6.37711648,0.08400289,1.89208663,original
Transformer,336,720,False,False,False,0.49782991,0.99139495,0.63575125,0.94448763,0.70557064,0.99568818,0.29047257,0.43535593,-5.02245374,-9.15605564,0.11100414,2.25809956,original
Transformer,504,1,False,False,False,0.00164681,0.00138747,0.03078065,0.02823181,0.04058088,0.03724876,0.0128813,0.01247734,0.98331606,0.98598535,0.00027355,0.12916631,original
Transformer,504,12,False,False,False,0.00669477,0.03265818,0.06119281,0.14981897,0.08182158,0.18071573,0.02659723,0.07144356,0.93078401,0.66481375,0.00126132,0.26251581,original
Transformer,504,24,False,False,False,0.01858535,0.48327413,0.10794116,0.63731573,0.1363281,0.69517921,0.04739952,0.29768869,0.8040009,-4.04268979,0.00360145,0.44100252,original
Transformer,504,96,False,False,False,0.0718601,0.66039605,0.21463081,0.76200596,0.26806733,0.81264756,0.09687684,0.35323572,0.21779315,-6.13834404,0.0155261,0.88090152,original
Transformer,504,192,False,False,False,0.16188341,0.8408512,0.34427655,0.87081415,0.40234739,0.91697939,0.15655363,0.40197091,-0.82536507,-8.3799814,0.03552224,1.34140205,original
Transformer,6,1,False,False,True,0.00220066,0.00821274,0.03365042,0.07146617,0.0469112,0.09062414,0.01288617,0.0295617,0.99132689,0.96756802,0.00028828,0.09312952,original
Transformer,6,12,False,False,True,0.00652406,0.01330631,0.05905281,0.0866018,0.08077165,0.11535299,0.02425504,0.03528769,0.97395242,0.94691665,0.00110813,0.16120988,original
Transformer,6,24,False,False,True,0.00995657,0.10846459,0.07136984,0.29058859,0.0997826,0.32933962,0.02963515,0.12815917,0.95964166,0.56254196,0.00174224,0.2002918,original
Transformer,6,96,False,False,True,0.03442279,0.54684619,0.14134465,0.68088987,0.18553379,0.7394905,0.05919147,0.30772866,0.84632625,-1.37825517,0.00625227,0.38607356,original
Transformer,6,192,False,False,True,0.06706981,0.73836884,0.20513991,0.79063663,0.2589784,0.85928391,0.08798672,0.35940881,0.66552378,-2.49856825,0.01296221,0.56214362,original
Transformer,6,336,False,False,True,0.16157709,0.60877303,0.33225691,0.71765504,0.40196654,0.78023909,0.14626803,0.32574397,0.05387893,-2.18853436,0.0333602,0.9181214,original
Transformer,6,720,False,False,True,0.40850753,0.79803805,0.54978776,0.83524094,0.63914591,0.89332975,0.24533802,0.37910322,-2.78391233,-4.17764338,0.0874063,1.6222589,original
Transformer,12,1,False,False,True,0.00177755,0.13051149,0.03321418,0.3099002,0.04216102,0.36126374,0.01382895,0.13297003,0.99291158,0.478729,0.00030455,0.08419278,original
Transformer,12,12,False,False,True,0.00580653,0.02475459,0.05416391,0.12993193,0.07620061,0.15733591,0.02231173,0.05685505,0.97654951,0.90014475,0.00098229,0.15295318,original
Transformer,12,24,False,False,True,0.01095982,0.52218193,0.07724775,0.66219442,0.10468916,0.72262156,0.03213438,0.29831083,0.9550907,-1.13014352,0.00192603,0.21136454,original
Transformer,12,96,False,False,True,0.04162654,0.70754391,0.15588202,0.77316769,0.20402582,0.84115629,0.0662516,0.35087037,0.81165131,-2.11824596,0.00788658,0.42748255,original
Transformer,12,192,False,False,True,0.0861994,0.84005547,0.23871273,0.84182564,0.29359734,0.9165454,0.10419103,0.38323533,0.5684851,-3.02597828,0.01785421,0.64110386,original
Transformer,12,336,False,False,True,0.15765788,0.59496045,0.32654309,0.70571524,0.39706156,0.77133679,0.14244378,0.31845915,0.08002544,-2.15056404,0.03130593,0.91217351,original
Transformer,12,720,False,False,True,0.34903741,1.05419558,0.50124681,0.96276798,0.59079391,1.02674027,0.22299634,0.43843761,-2.24659916,-5.90882885,0.07347509,1.50787532,original
Transformer,24,1,False,False,True,0.00180204,0.18696228,0.0299304,0.3787292,0.04245049,0.43239135,0.01168502,0.16568193,0.99264639,0.23621198,0.00025534,0.08575319,original
Transformer,24,12,False,False,True,0.00546437,0.03149734,0.05143017,0.14663358,0.07392135,0.17747491,0.02103993,0.06635226,0.97739947,0.86997769,0.00090819,0.15013272,original
Transformer,24,24,False,False,True,0.01073542,0.53074296,0.07611379,0.66763104,0.10361187,0.72852108,0.03182715,0.30153866,0.95491905,-1.2169827,0.00190822,0.21172075,original
Transformer,24,96,False,False,True,0.04006069,0.6555349,0.15163863,0.74373896,0.20015167,0.8096511,0.06470046,0.33782471,0.81307461,-1.96652888,0.00775644,0.42515182,original
Transformer,24,192,False,False,True,0.10645286,0.79426294,0.25549099,0.81863647,0.32627115,0.89121431,0.1105883,0.37292537,0.44498678,-2.89382124,0.02127477,0.7209354,original
Transformer,24,336,False,False,True,0.35662979,0.79271238,0.52834034,0.82046635,0.5971849,0.89034397,0.23118448,0.37410929,-1.10463447,-3.29016949,0.07202751,1.38771641,original
Transformer,24,720,False,False,True,0.20859386,1.02724364,0.37869579,0.95063233,0.45672077,1.01353028,0.16875215,0.433397,-0.95405418,-5.86844729,0.04465201,1.17859793,original
Transformer,48,1,False,False,True,0.00140872,0.18413771,0.02654237,0.3790108,0.03753287,0.42911271,0.0106148,0.16730661,0.99395894,0.20987395,0.000217,0.07772427,original
Transformer,48,12,False,False,True,0.00722598,0.00956998,0.06142469,0.07130326,0.08500575,0.09782626,0.02523289,0.02889363,0.96854359,0.95841928,0.00120368,0.17713933,original
Transformer,48,24,False,False,True,0.01172156,0.3929334,0.08115063,0.57353869,0.10826614,0.626844,0.03410203,0.25949348,0.94806835,-0.7303256,0.00211353,0.22714618,original
Transformer,48,96,False,False,True,0.05321144,0.61886154,0.17797762,0.72161694,0.23067604,0.78667753,0.07691751,0.32856813,0.74000943,-1.94936142,0.01052784,0.50318605,original
Transformer,48,192,False,False,True,0.09950231,0.74399344,0.24549018,0.79285466,0.31543988,0.86255055,0.10689199,0.36162912,0.45761632,-2.81522522,0.02013475,0.71346688,original
Transformer,48,336,False,False,True,0.27915305,0.78214833,0.45725542,0.81753233,0.52834934,0.8843915,0.19954272,0.37279829,-0.7209357,-3.41761814,0.05526501,1.25560164,original
Transformer,48,720,False,False,True,0.44599882,1.14633696,0.57820588,1.01093743,0.66783142,1.07067126,0.25742188,0.46018062,-3.32697829,-6.97304206,0.09444932,1.76111758,original
Transformer,72,1,False,False,True,0.00157244,0.1910074,0.03173111,0.38929649,0.03965401,0.43704394,0.01320601,0.17340988,0.99286952,0.13319368,0.00026398,0.08444215,original
Transformer,72,12,False,False,True,0.00608892,0.00783921,0.05691684,0.06665373,0.0780315,0.08853929,0.02370876,0.02796367,0.97184775,0.96387869,0.00106528,0.1674657,original
Transformer,72,24,False,False,True,0.01036182,0.45748052,0.07301614,0.61706175,0.10179303,0.67637306,0.03068041,0.28035841,0.95109823,-1.14182649,0.00185141,0.2202508,original
Transformer,72,96,False,False,True,0.03830331,0.67961479,0.14954562,0.75693319,0.19571231,0.82438753,0.06395411,0.34549568,0.80358624,-2.40066438,0.00736459,0.43766755,original
Transformer,72,192,False,False,True,0.08954552,0.76056086,0.23916984,0.8023808,0.29924157,0.87210141,0.10422014,0.36637843,0.49735484,-3.07263299,0.01812665,0.69208801,original
Transformer,72,336,False,False,True,0.18007696,0.69503172,0.35271433,0.7679693,0.42435476,0.83368562,0.15604375,0.3505437,-0.14972813,-3.0897492,0.03709047,1.02563608,original
Transformer,96,1,False,False,True,0.00137481,0.20125283,0.02646063,0.4031057,0.03707847,0.44861211,0.01059309,0.18117948,0.99335098,0.02667938,0.00020373,0.0815415,original
Transformer,96,12,False,False,True,0.00594359,0.01904821,0.05564143,0.11495414,0.07709468,0.13801525,0.02326212,0.05176993,0.97092024,0.90697179,0.00105436,0.17030871,original
Transformer,96,24,False,False,True,0.01178639,0.45328253,0.07962758,0.61332351,0.10856514,0.6732626,0.03353785,0.27950292,0.94159137,-1.23562587,0.00212069,0.2410682,original
Transformer,96,96,False,False,True,0.05744138,0.64075285,0.1822259,0.7344479,0.23966931,0.8004704,0.07968443,0.33565198,0.69341314,-2.33922846,0.01172993,0.54712635,original
Transformer,96,192,False,False,True,0.07507817,0.68390611,0.22160777,0.76020619,0.27400395,0.82698616,0.09680889,0.34759778,0.56345205,-2.80942644,0.01531936,0.64666617,original
Transformer,96,336,False,False,True,0.26363635,0.77173339,0.4432807,0.81172538,0.51345533,0.87848358,0.19783059,0.3712093,-0.75537703,-3.7218831,0.05588698,1.26710629,original
Transformer,120,1,False,False,True,0.00136978,0.16402679,0.02632346,0.35800727,0.03701057,0.4050022,0.01057886,0.16042564,0.99310106,0.1737797,0.00020161,0.08305985,original
Transformer,120,12,False,False,True,0.00605348,0.02425327,0.05647001,0.13031294,0.07780411,0.1557346,0.02362479,0.0594855,0.96919005,0.87683726,0.00106645,0.1753379,original
Transformer,120,24,False,False,True,0.01214795,0.4381433,0.08206308,0.60200577,0.11021775,0.66192394,0.03460363,0.2748855,0.93742833,-1.24663998,0.00218945,0.24961933,original
Transformer,120,96,False,False,True,0.04246354,0.64724483,0.15748738,0.73896376,0.20606685,0.80451528,0.06710948,0.33812395,0.76655398,-2.49636155,0.0080229,0.47832271,original
Transformer,120,192,False,False,True,0.09368039,0.71486429,0.24169843,0.77804694,0.30607253,0.84549647,0.10503728,0.35612121,0.43281156,-3.13250436,0.01872421,0.73443013,original
Transformer,120,336,False,False,True,0.20845476,0.81790846,0.38386583,0.83934004,0.45656845,0.90438291,0.16982648,0.38376555,-0.46125446,-4.20195802,0.04275419,1.15009999,original
Transformer,144,1,False,False,True,0.00162016,0.16809693,0.0295535,0.36425806,0.04025121,0.40999626,0.01173799,0.16429163,0.99151014,0.11915249,0.00023595,0.09214044,original
Transformer,144,12,False,False,True,0.00596339,0.00754933,0.05652174,0.06544822,0.07722302,0.08688688,0.02377395,0.02753638,0.96838592,0.96006457,0.00106651,0.17759974,original
Transformer,144,24,False,False,True,0.01160723,0.44835895,0.08150122,0.60954854,0.10773685,0.66959611,0.03469029,0.27897443,0.93782068,-1.39281339,0.00213407,0.24886993,original
Transformer,144,96,False,False,True,0.07455154,0.67000567,0.2197991,0.75298008,0.27304128,0.81853874,0.09649102,0.34489985,0.57683671,-2.7538419,0.01516887,0.64584243,original
Transformer,144,192,False,False,True,0.08569261,0.74405047,0.2365143,0.79565024,0.29273298,0.8625836,0.10342684,0.36438602,0.46448751,-3.4652783,0.01719914,0.71628612,original
Transformer,144,336,False,False,True,0.28599477,0.76272655,0.46797943,0.810145,0.53478479,0.87334217,0.2069838,0.37090644,-1.0561241,-4.0486796,0.05846088,1.37582791,original
Transformer,168,1,False,False,True,0.00135682,0.17798959,0.02755293,0.3764682,0.03683499,0.42188813,0.01123992,0.17070985,0.99263712,0.03354776,0.00021357,0.08580724,original
Transformer,168,12,False,False,True,0.00521096,0.01021086,0.05119209,0.08127212,0.07218695,0.10104879,0.02170775,0.03552979,0.97151612,0.94425626,0.00094207,0.16863587,original
Transformer,168,24,False,False,True,0.01268074,0.45402713,0.08461984,0.6139632,0.1126088,0.67381535,0.03612944,0.28140064,0.93002836,-1.4960704,0.00233887,0.26403067,original
Transformer,168,96,False,False,True,0.04590313,0.68176205,0.16612671,0.76046587,0.21425015,0.82568884,0.07233608,0.34864001,0.72824986,-2.96175577,0.00916753,0.51634473,original
Transformer,168,192,False,False,True,0.10512977,0.78928675,0.26567531,0.82111854,0.32423723,0.88841812,0.1164451,0.37628154,0.31781958,-3.920361,0.02114703,0.80912727,original
Transformer,168,336,False,False,True,0.24218528,0.82629476,0.42379144,0.84805107,0.49212325,0.90900757,0.18753654,0.3880013,-0.81106706,-4.69983443,0.04950613,1.28761518,original
Transformer,192,1,False,False,True,0.00123912,0.19239208,0.02544209,0.39297918,0.03520112,0.43862521,0.01047103,0.1789271,0.99307418,-0.07533837,0.00019606,0.08322149,original
Transformer,192,12,False,False,True,0.007117,0.02204759,0.06490308,0.1234672,0.08436234,0.14848432,0.02744338,0.05664358,0.9598211,0.87571363,0.00127765,0.20025079,original
Transformer,192,24,False,False,True,0.01035654,0.43718904,0.07401606,0.60063319,0.10176711,0.66120272,0.03149906,0.27577488,0.94075544,-1.48748666,0.00189025,0.24274349,original
Transformer,192,96,False,False,True,0.04157822,0.69605102,0.15556712,0.76966667,0.20390739,0.83429672,0.06593204,0.35317187,0.7433163,-3.2011784,0.00762056,0.50095195,original
Transformer,192,192,False,False,True,0.09107479,0.76661261,0.244057,0.81110218,0.30178601,0.87556417,0.10690905,0.37189983,0.3857548,-3.96604148,0.01820264,0.7680831,original
Transformer,192,336,False,False,True,0.24577399,0.77542478,0.42724469,0.82114074,0.49575597,0.88058207,0.18824013,0.37617216,-0.98260554,-4.58797007,0.04950332,1.32762384,original
Transformer,192,720,False,False,True,0.35619181,0.4618486,0.51501012,0.60363904,0.59681809,0.67959444,0.23172894,0.28112891,-2.85286695,-2.95233955,0.07693881,1.73863328,original
Transformer,336,1,False,False,True,0.002842,0.1654295,0.04237968,0.35959277,0.05331037,0.40673025,0.01730772,0.16662289,0.97973874,-0.17868986,0.0004477,0.14234203,original
Transformer,336,12,False,False,True,0.00555232,0.00660671,0.05413031,0.06203812,0.07451392,0.08128167,0.02313902,0.02742824,0.95991042,0.95241399,0.00101549,0.20000783,original
Transformer,336,24,False,False,True,0.01174367,0.4596226,0.08135122,0.61793973,0.1083682,0.67795472,0.03530795,0.28631817,0.91445929,-2.33592996,0.00224686,0.29196697,original
Transformer,336,96,False,False,True,0.04281736,0.63697099,0.15687405,0.7402593,0.20692356,0.79810462,0.06874055,0.34134015,0.66770292,-3.84739624,0.00860349,0.57050061,original
Transformer,336,192,False,False,True,0.1581893,0.84831467,0.33462831,0.86648466,0.39773017,0.92104,0.14808327,0.39784694,-0.40230017,-6.10379946,0.03221979,1.14970803,original
Transformer,336,336,False,False,True,0.38662329,0.79667032,0.53436762,0.84387432,0.62179041,0.8925639,0.24173732,0.38738457,-2.99086797,-6.37711648,0.08399775,1.89202952,original
Transformer,336,720,False,False,True,0.49782997,0.99139495,0.63575125,0.94448763,0.7055707,0.99568818,0.29047257,0.43535593,-5.02245391,-9.15605564,0.11100414,2.25809979,original
